iter	MultiClass
790	0.04642348447
791	0.04634164997
792	0.04624310133
793	0.04618835779
794	0.04606136795
795	0.04596720871
796	0.0458840753
797	0.04577085866
798	0.0456697463
799	0.04558633149
800	0.04550419627
801	0.04542276722
802	0.04534129628
803	0.04522836337
804	0.04518373559
805	0.0450833178
806	0.04503027447
807	0.04495774494
808	0.04484519482
809	0.04474041152
810	0.04464378532
811	0.04456852652
812	0.04448152682
813	0.04438842363
814	0.04434581483
815	0.04425550352
816	0.04416151963
817	0.0440771551
818	0.04401419711
819	0.04392214891
820	0.04384812977
821	0.04379029028
822	0.04374824443
823	0.04365040639
824	0.04358107391
825	0.04353510649
826	0.04344387121
827	0.04336179654
828	0.04328689473
829	0.04319718259
830	0.04311008144
831	0.04304247694
832	0.04297608199
833	0.04291290642
834	0.04282216543
835	0.04272923511
836	0.04265984118
837	0.0426188523
838	0.04256970837
839	0.04248926115
840	0.04245207135
841	0.04238160091
842	0.04233487666
843	0.04226672273
844	0.04218122482
845	0.04208660467
846	0.04206079347
847	0.04197425164
848	0.04191533054
849	0.04185738968
850	0.04180165122
851	0.04173343411
852	0.04166573023
853	0.04158988455
854	0.04150380316
855	0.04141359741
856	0.04133906494
857	0.04125372937
858	0.04115309301
859	0.04106578243
860	0.04098867091
861	0.04091244545
862	0.04086890223
863	0.04079541194
864	0.04071215129
865	0.04062970056
866	0.04054601107
867	0.04046368532
868	0.04039648648
869	0.04035152943
870	0.04029606109
871	0.0402248334
872	0.0401353232
873	0.040060933
874	0.03999273908
875	0.03996549666
876	0.03989434646
877	0.03981942007
878	0.0398036248
879	0.03979474918
880	0.03972737785
881	0.03967712584
882	0.03961985414
883	0.03958401101
884	0.03949964575
885	0.03944550846
886	0.03938792345
887	0.03933162441
888	0.03928974704
889	0.03923820952
890	0.03918303143
891	0.0391666473
892	0.03909796291
893	0.03905757953
894	0.03896460868
895	0.03889589397
896	0.03883867763
897	0.0388099021
898	0.03876840105
899	0.03868280778
900	0.03861466545
901	0.03854328625
902	0.03846726937
903	0.03841229325
904	0.03839073002
905	0.03833349134
906	0.03827067031
907	0.03819304768
908	0.03812995025
909	0.03807547317
910	0.0380152221
911	0.03796891845
912	0.03789987514
913	0.03785347178
914	0.03780294506
915	0.0377654989
916	0.03770565078
917	0.03764393133
918	0.03756165483
919	0.03749755421
920	0.03743986963
921	0.03737352645
922	0.03731722932
923	0.03726517646
924	0.0372040132
925	0.03717586824
926	0.03710679983
927	0.03707070268
928	0.03703211141
929	0.03696350057
930	0.03692849921
931	0.03686600246
932	0.03681773563
933	0.03676527237
934	0.03671024117
935	0.03668604167
936	0.03663901673
937	0.03658567911
938	0.03653188254
939	0.03648418567
940	0.03640671442
941	0.03637055248
942	0.03631786217
943	0.03622542934
944	0.03613364547
945	0.03608117746
946	0.03603026321
947	0.03595449949
948	0.03591476551
949	0.03585345931
950	0.03581909029
951	0.03575968626
952	0.03570144789
953	0.03565266856
954	0.0356028772
955	0.03554643798
956	0.03549963801
957	0.03544526885
958	0.0353823983
959	0.03531180139
960	0.03526088147
961	0.03519343765
962	0.03514032145
963	0.0350939465
964	0.03505648742
965	0.03500120143
966	0.03494863191
967	0.03489628989
968	0.03488549141
969	0.03483479906
970	0.03480316292
971	0.03476982876
972	0.03469507395
973	0.03464559322
974	0.03462097254
975	0.03454659299
976	0.03450689212
977	0.03447387021
978	0.03443248033
979	0.0343692653
980	0.03430598002
981	0.03425491696
982	0.03421091964
983	0.03418249484
984	0.03412593816
985	0.03407366485
986	0.03403570919
987	0.033998699
988	0.0339447911
989	0.03389952858
990	0.03385272474
991	0.03380461716
992	0.03376135168
993	0.03371228221
994	0.03367050369
995	0.03361865532
996	0.03357350936
997	0.03353424382
998	0.0334831742
999	0.03341984077
